record_id,city,country,date,population_millions,industrialization_index,forest_cover_percent,urbanization_rate_percent,gdp_per_capita_usd,renewable_energy_percent,vehicle_density_per_1000,green_space_area_km2,pm2_5,pm10,no2,so2,co,o3,aqi
AQI1375,Karachi,Pakistan,2024-01-25,15.59,72.9,19.0,88.0,1826.0,16.1,522.7,3.1,71.5,118.9,39.2,21.1,2.8,21.8,111.1
AQI2277,Toronto,Canada,2024-01-27,2.62,28.2,28.8,91.2,50568.0,59.3,277.0,22.5,29.4,46.0,15.8,2.9,1.02,18.6,41.4
AQI2063,Paris,France,2024-01-13,11.3,34.0,21.1,93.6,47249.0,52.6,349.0,10.9,41.4,44.1,15.3,5.3,1.94,26.0,57.4
AQI1870,Istanbul,Turkey,2024-01-20,15.58,54.7,15.3,88.9,10428.0,22.0,432.0,1.0,64.9,108.8,26.1,15.4,2.0,35.9,81.6
AQI2275,Toronto,Canada,2024-01-25,2.62,28.2,28.8,91.2,50568.0,59.3,277.0,22.5,33.8,49.1,17.4,7.0,1.51,55.8,53.2
AQI2644,Santiago,Chile,2024-02-13,6.58,44.2,13.9,88.4,16282.0,29.7,374.4,1.0,61.5,97.3,17.6,11.1,1.37,18.7,86.9
AQI2122,Berlin,Germany,2024-01-22,3.43,38.5,31.6,95.6,49941.0,49.6,423.3,25.5,49.4,87.5,24.2,6.5,2.25,19.7,67.3
AQI1745,Moscow,Russia,2024-02-14,12.52,51.6,49.7,92.2,14053.0,36.7,426.8,24.6,47.8,66.0,24.7,10.4,2.09,44.5,66.9
AQI2853,WARSAW,Poland,2024-01-03,2.19,46.7,18.0,87.6,18206.0,28.6,369.0,11.4,44.8,71.8,20.5,11.1,2.1,38.2,68.7
AQI2314,Sydney,Australia,2024-01-14,5.88,29.5,47.0,94.6,56779.0,56.6,330.3,19.9,18.9,27.9,23.1,3.6,1.04,38.5,31.2
AQI1856,Istanbul,Turkey,2024-01-06,15.58,54.7,15.3,88.9,10428.0,22.0,432.0,1.0,46.7,76.6,26.6,20.1,2.12,29.7,67.4
AQI1957,Seoul,South Korea,2024-01-07,9.44,53.5,23.2,93.8,33071.0,41.4,409.7,5.8,50.3,70.2,27.5,17.9,2.03,33.6,71.8
AQI1621,New York,USA,2024-01-21,8.5,42.2,36.0,94.8,74047.0,58.9,335.3,35.6,21.0,29.1,17.5,8.2,1.74,49.6,35.3
AQI2492,Nairobi,Kenya,2024-02-11,4.3,40.1,6.0,77.8,2023.0,15.4,453.8,10.3,60.6,93.8,25.5,8.5,1.78,37.3,89.5
AQI2169,Madrid,Spain,2024-01-19,6.87,37.2,33.1,92.5,33551.0,34.2,385.5,21.4,50.7,82.5,18.2,5.0,1.66,10.6,69.6
AQI2632,Santiago,Chile,2024-02-01,6.58,44.2,13.9,88.4,16282.0,29.7,374.4,1.0,51.5,94.1,23.1,14.6,1.85,49.1,65.0
AQI1147,Beijing,China,2024-02-16,21.39,82.2,22.0,88.9,17964.0,12.3,481.5,12.6,90.9,136.0,49.4,27.1,2.63,40.7,134.0
AQI1427,Cairo,Egypt,2024-01-27,20.65,62.5,7.3,82.7,4267.0,23.4,427.6,2.1,87.4,134.8,30.6,17.8,1.95,34.9,121.4
AQI2649,Santiago,Chile,2024-02-18,6.58,44.2,13.9,88.4,16282.0,29.7,374.4,1.0,56.5,90.5,20.2,9.8,1.72,32.3,72.7
AQI1285,Dhaka,Bangladesh,2024-02-04,20.95,68.2,20.6,89.0,2717.0,9.6,480.2,1.0,78.0,121.7,36.1,13.6,2.33,32.8,108.0
AQI1830,Manila,Philippines,2024-01-30,13.86,58.9,24.1,87.1,4432.0,15.6,432.2,6.4,80.1,120.3,34.5,15.7,1.72,41.3,115.1
AQI1705,Moscow,Russia,2024-01-05,12.52,51.6,49.7,92.2,14053.0,36.7,426.8,24.6,47.1,74.3,31.1,12.2,2.11,29.8,66.6
AQI2944,Stockholm,Sweden,2024-02-13,1.81,26.2,69.9,97.7,60164.0,51.8,336.6,37.6,3.0,5.4,12.2,1.0,0.78,37.3,21.4
AQI2814,Ho Chi Minh City,Vietnam,2024-01-14,9.59,55.0,39.4,81.4,4512.0,12.7,422.8,24.8,36.3,55.3,30.4,13.2,1.87,47.1,48.5
AQI1398,Karachi,Pakistan,2024-02-17,15.59,72.9,19.0,88.0,1826.0,16.1,522.7,3.1,70.3,113.7,32.0,18.3,2.41,31.1,99.8
AQI1312,Jakarta,Indonesia,2024-01-12,10.45,57.5,49.8,89.5,4903.0,18.6,401.2,15.7,50.6,73.7,32.8,13.9,1.77,28.5,78.6
AQI1670,Sao Paulo,Brazil,2024-01-20,21.91,48.2,42.3,90.6,12592.0,19.1,482.3,11.2,37.8,63.5,18.8,5.2,2.37,38.7,59.6
AQI1373,Karachi,Pakistan,2024-01-23,15.59,72.9,19.0,88.0,1826.0,16.1,522.7,3.1,78.1,128.7,34.0,21.8,2.74,31.8,109.2
AQI2966,Wellington,New Zealand,2024-01-16,0.45,20.1,31.4,86.7,48404.0,57.2,253.7,18.9,17.4,25.2,13.5,1.0,1.12,28.1,37.5
AQI2320,Sydney,Australia,2024-01-20,5.88,29.5,47.0,94.6,56779.0,56.6,330.3,19.9,28.8,45.0,18.4,1.8,1.38,40.7,41.1
AQI2443,Hong Kong,China,2024-02-12,7.57,46.2,47.6,99.6,46494.0,47.0,437.9,37.1,39.7,66.6,27.0,12.3,1.64,27.5,71.7
AQI2491,Nairobi,Kenya,2024-02-10,4.3,40.1,6.0,77.8,2023.0,15.4,453.8,10.3,65.3,104.1,17.1,8.2,1.31,34.0,93.4
AQI1432,  Cairo  ,Egypt,2024-02-01,20.65,62.5,7.3,82.7,4267.0,23.4,427.6,2.1,76.0,110.6,37.2,16.9,2.44,30.3,114.4
AQI1982,Seoul,South Korea,2024-02-01,-9.44,53.5,23.2,93.8,33071.0,41.4,409.7,5.8,46.0,66.7,29.0,8.7,1.82,41.5,64.1
AQI1659,Sao Paulo,Brazil,2024-01-09,21.91,48.2,42.3,90.6,12592.0,19.1,482.3,11.2,51.7,83.4,33.5,13.0,2.16,30.6,78.8
AQI2133,  Berlin  ,Germany,2024-02-02,3.43,38.5,31.6,95.6,49941.0,49.6,423.3,25.5,47.7,78.8,15.5,1.7,1.12,22.6,60.6
AQI1719,  Moscow  ,Russia,2024-01-19,12.52,51.6,49.7,92.2,14053.0,36.7,426.8,24.6,39.4,61.8,31.2,12.2,2.69,24.0,67.7
AQI1376,Karachi,Pakistan,2024-01-26,15.59,72.9,19.0,88.0,1826.0,16.1,522.7,3.1,79.3,120.8,36.3,20.0,2.62,40.5,121.5
AQI2596,Buenos Aires,Argentina,2024-02-15,15.51,40.7,16.2,89.5,10293.0,24.9,419.3,1.0,61.9,97.7,21.9,6.7,1.7,5.0,81.1
AQI1142,Beijing,China,2024-02-11,21.39,82.2,22.0,88.9,17964.0,12.3,481.5,12.6,86.1,150.2,38.5,28.2,2.88,30.2,125.3
AQI1393,Karachi,Pakistan,2024-02-12,15.59,72.9,19.0,88.0,1826.0,16.1,522.7,3.1,85.9,134.1,36.9,18.2,3.18,33.9,132.8
AQI1611,New York,USA,2024-01-11,8.5,42.2,36.0,94.8,74047.0,58.9,335.3,35.6,43.1,72.8,10.1,14.0,1.69,26.8,63.7
AQI2857,Warsaw,Poland,2024-01-07,2.19,46.7,18.0,87.6,18206.0,28.6,369.0,11.4,51.7,89.1,17.4,7.2,1.74,38.0,71.9
AQI1362,Karachi,Pakistan,2024-01-12,15.59,72.9,19.0,88.0,1826.0,16.1,522.7,3.1,66.9,106.8,37.8,22.6,1.98,31.1,100.1
AQI2124,  Berlin  ,Germany,2024-01-24,3.43,38.5,31.6,95.6,49941.0,49.6,423.3,25.5,44.0,66.6,16.8,3.6,1.68,24.5,56.2
AQI2012,London,UK,2024-01-12,9.16,34.9,30.7,95.0,49864.0,50.8,434.4,21.7,31.2,49.2,20.2,1.0,1.22,38.8,43.6
AQI2528,Johannesburg,South Africa,2024-01-28,5.55,46.2,6.9,81.4,6932.0,19.9,394.8,1.0,55.7,74.1,26.8,9.2,1.46,45.8,75.8
AQI2009,London,UK,2024-01-09,9.16,34.9,30.7,95.0,49864.0,50.8,434.4,21.7,35.7,50.3,19.9,6.2,1.71,42.0,48.9
AQI1883,Istanbul,Turkey,2024-02-02,15.58,54.7,15.3,88.9,10428.0,22.0,432.0,1.0,72.3,115.0,35.5,14.5,2.0,50.8,102.0
AQI1807,Manila,Philippines,2024-01-07,13.86,58.9,24.1,87.1,4432.0,15.6,432.2,6.4,57.3,95.9,24.5,13.6,2.32,57.4,85.9
AQI1798,Bangkok,Thailand,2024-02-17,10.37,60.3,30.7,87.9,8306.0,23.6,556.5,1.0,65.5,100.2,41.3,15.6,2.11,44.0,99.3
AQI1756,Bangkok,Thailand,2024-01-06,10.37,60.3,30.7,87.9,8306.0,23.6,556.5,1.0,61.6,94.4,35.0,14.2,1.83,29.7,83.5
AQI2386,Singapore,Singapore,2024-02-05,5.42,54.4,23.4,100.0,72404.0,66.4,373.3,13.3,52.1,77.2,27.7,6.7,2.2,37.0,74.0
AQI2488,Nairobi,Kenya,2024-02-07,4.3,40.1,6.0,77.8,2023.0,15.4,453.8,10.3,46.3,72.8,22.6,9.8,1.25,30.6,73.9
AQI1413,Cairo,Egypt,2024-01-13,20.65,62.5,7.3,82.7,4267.0,23.4,427.6,2.1,77.2,122.2,39.1,13.9,2.06,32.8,107.3
AQI2636,Santiago,Chile,2024-02-05,6.58,44.2,13.9,88.4,16282.0,29.7,374.4,1.0,53.7,97.9,23.0,14.5,1.79,43.8,72.7
AQI2884,Warsaw,Poland,2024-02-03,2.19,46.7,18.0,87.6,18206.0,28.6,369.0,11.4,58.5,97.0,23.0,12.5,1.52,29.0,86.9
AQI1180,Shanghai,China,2024-01-30,24.43,69.3,25.9,90.4,25603.0,34.8,461.9,5.5,59.0,83.4,39.7,14.4,1.91,40.0,99.6
AQI1994,Seoul,South Korea,2024-02-13,9.44,53.5,23.2,93.8,33071.0,41.4,409.7,5.8,58.3,101.2,22.6,16.0,1.85,54.0,85.0
AQI1442,Cairo,Egypt,2024-02-11,20.65,62.5,7.3,82.7,4267.0,23.4,427.6,2.1,79.6,123.8,35.7,15.8,2.1,27.4,103.0
AQI1641,New York,USA,2024-02-10,8.5,42.2,36.0,94.8,74047.0,58.9,335.3,35.6,37.5,67.2,27.0,10.7,1.46,23.8,56.2
AQI1796,Bangkok,Thailand,2024-02-15,10.37,60.3,30.7,87.9,8306.0,23.6,556.5,1.0,54.4,97.4,34.4,14.2,2.2,34.4,88.0
AQI2333,SYDNEY,Australia,2024-02-02,5.88,29.5,47.0,94.6,56779.0,56.6,330.3,19.9,26.5,39.0,20.2,2.0,1.73,31.7,46.1
AQI2121,Berlin,Germany,2024-01-21,3.43,38.5,31.6,95.6,49941.0,49.6,423.3,25.5,12.2,18.6,14.6,7.7,1.16,36.1,22.5
AQI1361,Karachi,Pakistan,2024-01-11,15.59,72.9,19.0,88.0,1826.0,16.1,522.7,3.1,79.1,122.8,30.9,19.5,2.42,36.5,118.4
AQI1279,Dhaka,Bangladesh,2024-01-29,20.95,68.2,20.6,89.0,2717.0,9.6,480.2,1.0,76.2,128.3,36.1,16.3,2.48,29.5,107.7
AQI2782,Kuala Lumpur,MALAYSIA,2024-02-01,8.48,52.2,55.3,93.6,11160.0,13.1,473.7,27.7,38.7,64.4,23.2,14.0,1.99,43.3,69.2
AQI2597,Buenos Aires,Argentina,2024-02-16,15.51,40.7,16.2,89.5,10293.0,24.9,419.3,1.0,56.6,93.9,22.2,11.2,1.15,37.0,71.3
AQI2207,Rome,Italy,2024-01-07,4.27,37.2,32.0,92.7,35529.0,47.6,322.5,25.5,42.4,68.9,20.2,1.3,0.77,33.0,60.2
AQI1072,Mumbai,India,2024-01-22,12.56,63.8,21.6,97.3,3190.0,17.5,511.8,4.8,58.1,89.5,36.9,18.7,2.13,37.7,91.8
AQI1238,Lahore,Pakistan,2024-02-07,11.05,73.1,13.5,85.4,1687.0,22.3,511.7,11.1,79.5,129.2,39.0,22.1,2.93,42.1,116.8
AQI2264,Toronto,Canada,2024-01-14,2.62,28.2,28.8,91.2,50568.0,59.3,8141.323460491076,22.5,35.2,58.8,8.9,3.8,1.04,18.2,45.3
AQI2147,Berlin,Germany,2024-02-16,3.43,38.5,31.6,95.6,49941.0,49.6,423.3,25.5,45.4,63.2,14.9,8.5,1.84,41.7,60.7
AQI2180,Madrid,Spain,2024-01-30,6.87,37.2,33.1,92.5,33551.0,34.2,385.5,21.4,32.4,55.8,31.2,5.4,1.68,17.5,55.3
AQI2990,Wellington,New Zealand,2024-02-09,0.45,20.1,31.4,86.7,48404.0,57.2,253.7,18.9,21.8,39.1,12.4,6.2,0.84,40.2,39.2
AQI2587,Buenos Aires,Argentina,2024-02-06,15.51,40.7,16.2,89.5,10293.0,24.9,419.3,1.0,50.2,82.0,30.2,8.4,1.55,38.6,73.5
AQI2634,Santiago,Chile,2024-02-03,-6.58,44.2,13.9,88.4,16282.0,29.7,374.4,1.0,46.0,69.8,16.6,12.4,1.26,43.9,68.9
AQI1201,Lahore,Pakistan,2024-01-01,11.05,73.1,13.5,85.4,1687.0,22.3,511.7,11.1,73.2,124.2,37.5,16.3,2.72,31.5,106.2
AQI1572,Los Angeles,USA,2024-01-22,4.01,46.8,42.7,95.8,66782.0,47.0,384.8,40.7,38.6,69.2,18.2,11.4,1.57,32.3,60.0
AQI2191,Madrid,Spain,2024-02-10,6.87,37.2,33.1,92.5,33551.0,34.2,385.5,21.4,36.6,52.5,11.4,4.6,1.49,37.2,57.2
AQI2119,Berlin,Germany,2024-01-19,3.43,38.5,31.6,95.6,49941.0,49.6,423.3,25.5,34.7,58.1,19.7,7.3,1.54,48.7,51.0
AQI2675,Riyadh,Saudi Arabia,2024-01-25,7.97,67.1,3.6,84.6,23083.0,32.3,440.6,1.0,68.5,100.8,30.8,15.5,2.44,27.6,97.3
AQI2953,Wellington,New Zealand,2024-01-03,0.45,20.1,31.4,86.7,48404.0,57.2,253.7,18.9,23.7,34.1,11.2,4.9,0.63,22.0,27.4
AQI2584,Buenos Aires,Argentina,2024-02-03,15.51,40.7,16.2,89.5,10293.0,24.9,419.3,1.0,49.3,99.2,26.2,9.9,1.65,32.8,76.4
AQI2962,Wellington,New Zealand,2024-01-12,0.45,20.1,31.4,86.7,48404.0,57.2,253.7,18.9,20.7,28.5,5.9,2.5,0.66,27.2,24.2
AQI1861,Istanbul,Turkey,2024-01-11,15.58,54.7,15.3,88.9,10428.0,22.0,432.0,1.0,72.2,111.9,35.0,14.1,2.06,42.1,99.0
AQI2929,Stockholm,Sweden,2024-01-29,1.81,26.2,69.9,97.7,60164.0,51.8,336.6,37.6,22.0,41.0,23.9,1.9,1.3,,36.9
AQI2791,Kuala Lumpur,Malaysia,2024-02-10,8.48,52.2,55.3,93.6,11160.0,13.1,473.7,27.7,34.0,62.0,34.5,10.1,2.13,38.1,57.1
AQI1529,Mexico City,MEXICO,2024-01-29,22.38,57.0,35.7,88.2,11525.0,14.1,424.1,3.1,61.7,95.4,33.1,12.0,2.27,47.7,94.2
AQI1117,Beijing,China,2024-01-17,21.39,82.2,22.0,88.9,17964.0,12.3,481.5,12.6,90.1,138.1,46.9,22.3,2.81,43.4,124.9
AQI2232,Rome,Italy,2024-02-01,4.27,37.2,32.0,92.7,35529.0,47.6,322.5,25.5,37.2,62.4,20.3,8.3,1.83,37.8,55.0
AQI1455,Lagos,Nigeria,2024-01-05,14.99,59.0,26.1,84.5,3314.0,23.4,475.8,8.3,65.5,113.4,30.2,15.4,2.01,47.8,100.3
AQI2668,Riyadh,Saudi Arabia,2024-01-18,7.97,67.1,3.6,84.6,23083.0,32.3,440.6,1.0,77.1,128.1,35.1,24.4,2.32,45.2,106.2
AQI2900,Warsaw,Poland,2024-02-19,2.19,46.7,18.0,87.6,18206.0,28.6,369.0,11.4,60.4,104.8,24.4,9.0,1.71,55.5,94.8
AQI1005,Delhi,India,2024-01-05,20.19,77.8,33.4,94.3,2582.0,11.2,593.5,14.9,69.4,99.3,34.4,21.7,3.17,36.7,102.5
AQI1300,Dhaka,Bangladesh,2024-02-19,20.95,68.2,20.6,89.0,2717.0,9.6,480.2,1.0,78.4,126.5,37.5,18.3,2.98,20.9,110.3
AQI1047,Delhi,India,2024-02-16,20.19,77.8,33.4,94.3,2582.0,11.2,593.5,14.9,78.3,120.0,41.5,19.1,3.24,33.5,111.7
AQI1326,Jakarta,Indonesia,2024-01-26,10.45,57.5,49.8,89.5,4903.0,18.6,401.2,15.7,45.3,63.3,27.3,16.5,2.23,37.5,70.1
AQI2771,Kuala Lumpur,MALAYSIA,2024-01-21,8.48,52.2,55.3,93.6,11160.0,13.1,473.7,27.7,48.6,78.9,29.7,12.7,2.28,15.9,69.8
AQI1904,Tokyo,Japan,2024-01-04,37.17,38.7,66.7,94.3,39161.0,45.6,363.2,28.7,9.6,5.0,29.6,9.1,1.6,27.6,25.9
AQI2741,Tehran,Iran,2024-02-10,8.82,59.2,3.4,82.5,4984.0,11.8,391.7,6.0,61.1,110.9,24.5,16.5,2.13,36.6,90.0
AQI2380,Singapore,Singapore,2024-01-30,5.42,54.4,23.4,100.0,72404.0,66.4,373.3,13.3,39.5,56.5,35.2,12.0,1.82,24.5,64.6
AQI1451,Lagos,Nigeria,2024-01-01,14.99,59.0,26.1,84.5,3314.0,23.4,475.8,8.3,51.7,70.5,26.0,21.0,1.9,38.0,81.3
AQI2607,Santiago,Chile,2024-01-07,6.58,44.2,13.9,88.4,16282.0,29.7,374.4,1.0,57.7,90.2,28.7,14.3,2.0,38.9,81.6
AQI1502,Mexico City,MEXICO,2024-01-02,22.38,57.0,35.7,88.2,11525.0,14.1,424.1,3.1,61.3,92.3,36.6,15.6,2.14,26.4,86.6
AQI2389,Singapore,Singapore,2024-02-08,5.42,54.4,23.4,100.0,72404.0,66.4,373.3,13.3,47.3,86.5,36.7,17.3,1.83,18.7,63.9
AQI2454,Nairobi,Kenya,2024-01-04,4.3,40.1,6.0,77.8,2023.0,15.4,453.8,10.3,53.0,78.4,18.8,11.0,1.7,51.8,76.7
AQI2166,Madrid,Spain,2024-01-16,6.87,37.2,33.1,92.5,33551.0,34.2,385.5,21.4,39.8,67.1,26.5,3.3,1.42,39.3,64.5
AQI1195,shanghai,China,2024-02-14,24.43,69.3,25.9,90.4,25603.0,34.8,461.9,5.5,76.6,118.5,47.3,18.2,2.44,38.0,106.1
AQI1507,Mexico City,Mexico,2024-01-07,22.38,57.0,35.7,88.2,11525.0,14.1,424.1,3.1,58.0,89.1,30.3,16.8,2.34,37.3,85.1
AQI2160,Madrid,Spain,2024-01-10,6.87,37.2,33.1,92.5,33551.0,34.2,385.5,21.4,42.7,59.8,29.7,5.9,1.5,26.0,76.1
AQI2498,  Nairobi  ,Kenya,2024-02-17,4.3,40.1,6.0,77.8,2023.0,15.4,453.8,10.3,61.8,97.7,11.6,11.1,1.77,45.5,81.5
AQI1934,Tokyo,Japan,2024-02-03,37.17,38.7,66.7,94.3,39161.0,45.6,363.2,28.7,31.7,50.8,27.2,4.4,1.59,12.4,46.4
AQI1351,karachi,Pakistan,2024-01-01,15.59,72.9,19.0,88.0,1826.0,16.1,522.7,3.1,66.4,108.2,37.9,13.4,2.59,28.6,99.9
AQI1597,Los Angeles,USA,2024-02-16,4.01,46.8,42.7,95.8,66782.0,47.0,384.8,40.7,30.9,55.0,22.7,8.0,1.34,22.8,39.2
AQI2790,Kuala Lumpur,Malaysia,2024-02-09,8.48,52.2,55.3,93.6,11160.0,13.1,473.7,27.7,40.5,65.8,30.9,13.9,1.89,32.7,67.8
AQI1387,Karachi,Pakistan,2024-02-06,15.59,72.9,19.0,88.0,1826.0,16.1,522.7,3.1,76.9,125.8,34.9,19.5,2.6,29.7,111.1
AQI1862,Istanbul,Turkey,2024-01-12,15.58,54.7,15.3,88.9,10428.0,22.0,432.0,1.0,60.9,95.1,22.7,15.6,2.03,36.1,81.4
AQI1341,  Jakarta  ,Indonesia,2024-02-10,10.45,57.5,49.8,89.5,4903.0,18.6,401.2,15.7,47.1,80.3,26.9,9.0,2.58,46.3,68.2
AQI1624,New York,USA,2024-01-24,8.5,42.2,36.0,94.8,74047.0,58.9,335.3,35.6,27.7,49.4,24.0,8.2,1.72,37.8,54.4
AQI2576,Buenos Aires,Argentina,2024-01-26,15.51,40.7,16.2,89.5,10293.0,24.9,419.3,1.0,50.9,79.7,21.8,8.2,1.59,32.3,65.9
AQI1755,Bangkok,Thailand,2024-01-05,10.37,60.3,30.7,87.9,8306.0,23.6,556.5,1.0,42.1,74.3,30.7,18.7,2.26,30.2,66.1
AQI1110,Beijing,China,2024-01-10,21.39,82.2,22.0,88.9,17964.0,12.3,481.5,12.6,79.2,126.3,33.7,24.2,2.88,39.4,109.8
AQI2535,Johannesburg,South Africa,2024-02-04,5.55,46.2,6.9,81.4,6932.0,19.9,394.8,1.0,73.6,116.6,26.7,14.9,1.74,46.8,100.0
AQI1962,seoul,South Korea,2024-01-12,9.44,53.5,23.2,93.8,33071.0,41.4,409.7,5.8,65.5,101.1,26.9,15.9,3.04,24.1,98.3
AQI1738,Moscow,Russia,2024-02-07,12.52,51.6,49.7,92.2,14053.0,36.7,426.8,24.6,43.7,66.1,30.7,14.3,2.19,48.7,72.0
AQI2976,Wellington,New Zealand,2024-01-26,0.45,20.1,31.4,86.7,48404.0,57.2,253.7,18.9,6.8,5.0,22.6,3.8,0.97,33.5,16.6
AQI2330,Sydney,Australia,2024-01-30,5.88,29.5,47.0,94.6,56779.0,56.6,330.3,19.9,20.4,38.9,26.2,6.5,1.96,23.7,35.7
AQI2689,Riyadh,Saudi Arabia,2024-02-08,7.97,67.1,3.6,84.6,23083.0,32.3,440.6,1.0,85.9,125.4,35.8,14.4,2.3,36.3,121.9
AQI2247,Rome,Italy,2024-02-16,4.27,37.2,32.0,92.7,35529.0,47.6,322.5,25.5,29.5,46.4,13.4,9.1,1.03,32.2,39.2
AQI1096,Mumbai,India,2024-02-15,12.56,63.8,21.6,97.3,3190.0,17.5,511.8,4.8,61.5,95.2,35.6,13.5,2.64,34.4,90.4
AQI2496,Nairobi,Kenya,2024-02-15,4.3,40.1,6.0,77.8,2023.0,15.4,453.8,10.3,54.2,86.9,17.0,10.4,1.59,50.9,87.9
AQI2583,Buenos Aires,Argentina,2024-02-02,15.51,40.7,16.2,89.5,10293.0,24.9,419.3,1.0,57.7,94.4,26.1,13.5,1.38,27.8,83.4
AQI1020,Delhi,India,2024-01-20,20.19,77.8,33.4,94.3,2582.0,11.2,593.5,14.9,82.4,122.2,42.0,21.9,3.18,22.6,113.0
AQI2511,Johannesburg,South Africa,2024-01-11,5.55,46.2,6.9,81.4,6932.0,19.9,394.8,1.0,55.2,98.5,18.6,12.3,1.3,42.7,73.9
AQI2035,London,UK,2024-02-04,9.16,34.9,30.7,95.0,49864.0,50.8,434.4,21.7,36.4,62.4,10.8,9.9,1.97,36.4,54.9
AQI2199,Madrid,Spain,2024-02-18,6.87,37.2,33.1,92.5,33551.0,34.2,385.5,21.4,23.4,40.0,21.0,5.9,1.1,41.3,38.3
AQI1309,Jakarta,Indonesia,2024-01-09,10.45,57.5,49.8,89.5,4903.0,18.6,401.2,15.7,50.0,77.3,26.8,14.6,1.93,31.9,85.3
AQI2284,Toronto,Canada,2024-02-03,2.62,28.2,28.8,91.2,50568.0,59.3,277.0,22.5,43.0,63.1,5.5,5.9,1.25,25.6,49.5
AQI1664,Sao Paulo,Brazil,2024-01-14,21.91,48.2,42.3,90.6,12592.0,19.1,482.3,11.2,43.6,66.5,30.0,6.9,2.53,27.0,71.7
AQI1416,Cairo,Egypt,2024-01-16,20.65,62.5,7.3,82.7,4267.0,23.4,427.6,2.1,63.8,105.4,34.4,18.0,2.69,46.2,99.1
AQI1368,Karachi,Pakistan,2024-01-18,15.59,72.9,19.0,88.0,1826.0,16.1,522.7,3.1,74.8,129.8,42.9,20.7,2.94,26.8,115.7
AQI2406,Hong Kong,China,2024-01-06,7.57,46.2,47.6,99.6,46494.0,47.0,437.9,37.1,37.3,61.0,22.6,7.8,1.54,42.7,60.2
AQI1223,  Lahore  ,Pakistan,2024-01-23,11.05,73.1,13.5,85.4,1687.0,22.3,511.7,11.1,55.3,82.4,39.7,26.3,2.6,30.7,86.5
AQI1877,Istanbul,Turkey,2024-01-27,15.58,54.7,15.3,88.9,10428.0,22.0,432.0,1.0,70.6,111.9,23.3,14.7,2.15,39.6,104.1
AQI1716,Moscow,Russia,2024-01-16,12.52,51.6,49.7,92.2,14053.0,36.7,426.8,24.6,34.5,53.5,27.4,11.6,2.04,36.9,61.2
AQI2507,Johannesburg,South Africa,2024-01-07,5.55,46.2,6.9,81.4,6932.0,19.9,394.8,1.0,52.2,80.6,23.8,13.9,2.03,36.2,67.5
AQI1701,Moscow,Russia,2024-01-01,12.52,51.6,49.7,92.2,14053.0,36.7,426.8,24.6,37.1,54.9,26.5,6.4,2.69,20.2,54.4
AQI1112,Beijing,China,2024-01-12,21.39,82.2,22.0,88.9,17964.0,12.3,481.5,12.6,72.0,115.8,39.7,21.7,2.73,38.9,105.9
AQI1352,Karachi,Pakistan,2024-01-02,15.59,72.9,19.0,88.0,1826.0,16.1,522.7,3.1,91.6,148.7,35.9,22.9,2.8,41.3,134.2
AQI2829,Ho Chi Minh City,Vietnam,2024-01-29,9.59,55.0,39.4,81.4,4512.0,12.7,422.8,24.8,54.4,80.2,34.3,15.8,2.51,27.3,83.1
AQI1331,Jakarta,Indonesia,2024-01-31,10.45,57.5,49.8,89.5,4903.0,18.6,401.2,15.7,42.4,57.5,23.5,17.5,2.01,27.0,65.0
AQI1314,Jakarta,Indonesia,2024-01-14,10.45,57.5,49.8,89.5,4903.0,18.6,401.2,15.7,33.2,52.0,33.7,13.5,2.51,18.0,57.7
AQI1288,Dhaka,Bangladesh,2024-02-07,20.95,68.2,20.6,89.0,2717.0,9.6,480.2,1.0,82.5,133.6,37.2,21.5,2.49,40.8,119.0
AQI2922,Stockholm,Sweden,2024-01-22,1.81,26.2,69.9,97.7,60164.0,51.8,336.6,37.6,8.3,24.7,15.9,1.0,1.14,29.9,15.2
AQI1869,Istanbul,Turkey,2024-01-19,15.58,54.7,15.3,88.9,10428.0,22.0,432.0,1.0,71.1,113.6,28.9,20.2,2.27,34.4,95.5
AQI2348,Sydney,Australia,2024-02-17,5.88,29.5,47.0,94.6,56779.0,56.6,330.3,19.9,22.6,39.2,16.2,4.6,1.37,44.2,41.9
AQI2756,Kuala Lumpur,Malaysia,2024-01-06,8.48,52.2,55.3,93.6,11160.0,13.1,473.7,27.7,24.7,44.0,21.7,16.9,2.06,19.2,39.7
AQI2183,Madrid,Spain,2024-02-02,6.87,37.2,33.1,92.5,33551.0,34.2,385.5,21.4,44.4,79.5,14.1,6.1,1.56,50.4,62.5
AQI1631,new york,USA,2024-01-31,8.5,42.2,36.0,94.8,74047.0,58.9,335.3,35.6,36.4,52.8,19.8,8.9,1.7,25.6,52.2
AQI2150,Berlin,Germany,2024-02-19,3.43,38.5,31.6,95.6,49941.0,49.6,423.3,25.5,58.3,91.7,24.0,7.5,1.1,14.8,76.2
AQI2536,Johannesburg,South Africa,2024-02-05,5.55,46.2,6.9,81.4,6932.0,19.9,394.8,1.0,57.0,83.4,24.8,13.5,2.12,46.9,81.5
AQI1431,Cairo,Egypt,2024-01-31,20.65,62.5,7.3,82.7,4267.0,23.4,427.6,2.1,58.8,87.4,32.5,18.2,2.3,51.1,78.9
AQI1018,Delhi,India,2024-01-18,20.19,77.8,33.4,94.3,2582.0,11.2,593.5,14.9,66.9,107.6,38.6,16.5,2.97,24.4,103.3
